Lot,HWODescription,HWOApprovedAmount,SalesTax,AdminFee,ChargeAmount,Specialties,ISO,Country,Locality,Postcode,Street,Latitude,Longitude,Region
44,apt#: 1f. at kitchen. repair the leak at kitchen sink waste line. remove all work related debris''. cont,157.32,13.96,62.93,234.21,Fridge cleaning,EG,Egypt,10th of Ramadan City,44634,Omar Ibn Al Khatab Street,30.299382,31.725197,Al Sharqia Governorate
37,apt c4: provide and install / repair window guards throughout apartment.,29.05,2.58,14.53,46.16,"Standard cleaning, Deep cleaning",EG,Egypt,10th of Ramadan City,44634,Teraa Al Saeidia,30.649906,31.754377,Al Sharqia Governorate
98,"apt 35, kit- install stops. l/r- reinstall w/g and stops. l/r- install w/g and stops (at a.c.window) . bathroom- reinstall w/g and stops. bdrm- instal",26.13,2.25,15,43.38, medical conditions,EG,Egypt,Al Helsamiya,44669,"Banayous, Al Zagazig Road",30.649948,31.479953,Al Sharqia Governorate
15,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,649.17,55.99,75,780.16, medical conditions,EG,Egypt,Bahnabai,44819,"Cairo, Ismailia Desert Road",30.297127,31.801965,Al Sharqia Governorate
34,restore boiler to proper working order.,225.13,19.98,56.28,301.39, medical conditions,EG,Egypt,Cairo,44629,"Cairo, Al Ismaeileya Agricultural Road",30.509987,31.714681,Al Sharqia Governorate
50,public area: at public hall flash along parapet wall above apt 9q living room. '' remove all work related debris''.,48.42,4.18,15,67.6,,EG,Egypt,Ezab Arab al Tahawiya,44888,Al Sheikh Abou Hammad Street,30.509689,31.660398,Al Sharqia Governorate
1,"apt 2) at livingroom, private hallway, 1st bedroom , kitchen, bathroom, and 2nd bedroom reinstall window guards with stops,",103.71,8.94,15.56,128.21, medical conditions,EG,Egypt,Izbat al Hakim,44661,"Cairo, Belbes Desert Road",30.30214,31.487925,Al Sharqia Governorate
10,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,0,0,0,0,,EG,Egypt,Izbat Suwaylim,44621,Wabour Al Nour Street,30.511435,31.335199,Al Sharqia Governorate
11,(apt. #30) at kitchen install stops and 1-way screws. remove all work related debris.,41.05,3.54,15,59.59,,EG,Egypt,Kafr Farag Girgis,44692,Al Markz Street,30.891351,31.653937,Al Sharqia Governorate
40,apartment 5g:install window guardin the 2nd room from east at master bed room,284.22,25.22,71.06,380.5,,EG,Egypt,Kafr Saqr,44689,Regional Ring Road,30.64968,31.456509,Al Sharqia Governorate
15,apt# 5f install/repair window guards throughout entire apt,132.57,11.77,66.29,210.63,,EG,Egypt,Minshat Safwat,44769,Al Masna' Street,30.509931,31.340162,Al Sharqia Governorate
56,apt. # 8: repair window guard throughout entire apartment remove all work related debris,0,0,0,0,,EG,Egypt,Minya Al-Qamh,44692,Al Mokhtar Street,30.510073,31.345017,Al Sharqia Governorate
69,(apt #4b) at bathroom: remove all obstruction from the water closet.,127.67,10.69,19.15,157.51,,EG,Egypt,Minya Al-Qamh,44692,Al Rashah Street,30.509987,31.350015,Al Sharqia Governorate
50,apt 3...................install / repair window guard throughout apartment .,135.78,12.05,67.89,215.72,"Outlets, Wiring, Lights, Circuit breaker panel or fuse box, Switches, Ceiling fan",EG,Egypt,Minya Al-Qamh,44692,Al Zagazig Al Gadida Street,30.510158,31.355128,Al Sharqia Governorate
60,@ apt #2 reinstalled windowguards throughout the apt using onewayscrews.,55.78,4.95,22.31,83.04,Outlets,EG,Egypt,Mit Yazid,44692,Abou Qir Street,31.314857,30.060508,Al Sharqia Governorate
18,as per requirement of h.p.d. window guard program and in accordance with the new york city health code section 24 rcny chapter 12. at entire apt#:,8.72,0.77,4.36,13.85,"Outlets, Wiring, Lights, Circuit breaker panel or fuse box, Switches, Ceiling fan",EG,Egypt,Abu Qir,21913,Al Moustafa Street,31.315124,30.065067,Alexandria Governorate
1,(local law# 1 violation - clean only). thoroughly re-clean the following areas as per new york city administrative code ï¿½27-2506.11 and as noted in th,255.29,22.02,38.29,315.6,"Repairs, Installation, Maintenance, Assembly, Painting",EG,Egypt,Abu Qir,21913,Masnaa Al Intag Al Harby Street,31.317624,30.054721,Alexandria Governorate
1,l/l-1 (clean only) thoroughly re-clean the following areas as per new york city health code section 173.14 and as noted in the scope of work pursuant,155.52,13.02,23.33,191.87,"Repairs, Installation, Maintenance, Assembly, Painting",EG,Egypt,Abu Qir,21913,Shokry Al Qawatli Street,31.313643,30.067883,Alexandria Governorate
8,"doh clean and dust-wipe only: apartment hallway from 3rd floor public hallway - floor front room (bed room) from apartment hallway- floor, sill &",203.38,18.05,81.35,302.78,"Back problems, Joint pain, Asthma, Other injuries or medical conditions",EG,Egypt,Abu Qir,21913,Al Geish Road,31.212476,29.917033,Alexandria Governorate
1,@ apt# 4e installed 1 window guard in kitchen complete,35.81,3.18,8.95,47.94,,EG,Egypt,Alexandria,21524,Al Mouhandes Hussein Ramadan Street,31.215042,29.925053,Alexandria Governorate
26,"apt.#c6: kitchen install (1) w/g complete. livingroom install (2) window guard complete. bathroom, install (1) w/g complete. bedroom, install (1) w",155.89,13.45,23.38,192.72,,EG,Egypt,Alexandria,21524,Street 50,31.215003,29.940159,Alexandria Governorate
70,apt 1d: provide and install / repair window guards throughout apartment.,24.21,2.15,9.68,36.04,,EG,Egypt,Alexandria,21554,Al Geish Road,31.21012,29.910343,Alexandria Governorate
57,apt 2h..............provide and install (3) window guards throught-out apartment.,137.53,12.21,68.77,218.51,,EG,Egypt,Alexandria,21556,Gamal Abd Al Naser Street,31.214063,29.935894,Alexandria Governorate
15,public area: 2nd. flr. remove (1) standing radiator.,72.63,6.26,15,93.89,"Back problems, Joint pain, Asthma, Other injuries or medical conditions",EG,Egypt,Alexandria,21561,Ibn Al Barizy Street,31.214857,29.929045,Alexandria Governorate
50,install new faucet washer to bathtub to stop water leak.,205.8,17.75,30.87,254.42,"False lashes, Tattoo or scar covering, Day-of or night-of touch ups, Pre-event makeup trial, Glitter",EG,Egypt,Alexandria,21561,Al Hekma Street,31.214906,29.96996,Alexandria Governorate
16,"apt.#1c: at bathroom, repair ceiling plaster prime & paint ceiling clean up.",12.1,1.04,15,28.14,"False lashes, Day-of or night-of touch ups, Pre-event makeup trial, Glitter, Halloween / extreme makeup",EG,Egypt,Alexandria,21918,Kolleyet Al Zeraah Street,31.214715,29.979897,Alexandria Governorate
25,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,0,0,0,0,"False lashes, Pre-event makeup trial, Glitter",EG,Egypt,Alexandria,21918,Street 2,31.215041,29.994921,Alexandria Governorate
38,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,200.86,17.83,80.34,299.03,"False lashes, Tattoo or scar covering, Day-of or night-of touch ups, Pre-event makeup trial, Glitter, Halloween / extreme makeup",EG,Egypt,Alexandria,21922,14th May Street,31.213463,29.949547,Alexandria Governorate
18,"apt 2b; room es4; connect the free standimg radiator and isure the proper working order. at the time of this invitation to bid, it is not anticipat",20.34,1.81,8.14,30.29,"Standard , Airbrushed makeup ",EG,Egypt,Alexandria,26215,Street 38,31.217268,29.955452,Alexandria Governorate
1,"apt 3-r, l/r- install w/g and stops. master bedroom- install w/g and stops. note: one (1) window at l/r has an a/c unit installed.",8.23,0.71,15,23.94,"False lashes, Tattoo or scar covering, Day-of or night-of touch ups, Pre-event makeup trial, Glitter, Halloween / extreme makeup",EG,Egypt,Alexandria,26215,"Matar Borg Al Arab, Al Mintaqa Al Senaaya Road",30.893835,29.694129,Alexandria Governorate
31,remove padlock from fire passageway at right front entrance.,161.24,13.91,24.19,199.34," Plumbing, Electrical, Lighting, Wall hangings, Furniture",EG,Egypt,Dauwar Masri,23719,Madrasa Nasim Street,31.214207,30.034768,Alexandria Governorate
136,public area) remove and dispose of refrigerator at 3rd story public hallway.,8.23,0.69,15,23.92," Plumbing, Electrical, Lighting, Wall hangings, Furniture",EG,Egypt,Ezab Nubar,21947,Extension Al Shahid Abd Al Moneim Riyad Street,31.21496,30.015053,Alexandria Governorate
26,"(apt # 2e) at kitchen, bathroom, and bedroom: reinstall (1) existing window guard and window stops to each location. at livingroom: reinstall (2) e",314.32,26.32,47.15,387.79," Plumbing, Electrical, Lighting, Wall hangings, Furniture",EG,Egypt,Izbat al Shaykh al Maraghi,21945,Street 8,31.214991,30.020024,Alexandria Governorate
46,free standing radiator at 3rd sty public hall remove all work related debris,181.44,15.2,27.22,223.86," Plumbing, Electrical, Lighting, Wall hangings, Furniture",EG,Egypt,Izbat al Shaykh al Maraghi,21945,Al Salam Mosque Street,31.214966,30.02509,Alexandria Governorate
36,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,0,0,0,0," Plumbing, Electrical, Lighting, Wall hangings, Furniture",EG,Egypt,Izbat al Shaykh al Maraghi,21947,"Aswan, Abou Sambal Road",22.669744,31.484027,Alexandria Governorate
24,"apt 3) at bathroom: install (1) window with stops, and re-install window guard complete, at living room install (1) window guard complete, and inst",120.38,10.38,18.06,148.82,,EG,Egypt,Abu Simbel,81525,"Al Sad Al Aali, Aswan Road",24.034834,32.921226,Assouan
12,doh clean & dust wipe only: please submit dust wipe samples for: building foyer from sidewalk floor ceramic-floor 1st floor public hallway from,164.82,14.63,41.21,220.66,,EG,Egypt,Aswan,81514,"Aswan, Al Sad Al Aali Road",24.034981,32.939101,Assouan
26,apt1j: restore hot water to entire apt.(boiler running) this apt has no hot water all other apts are not affected. call (718)402-7749 for access.all d,145.26,12.89,36.32,194.47,,EG,Egypt,Aswan,81514,"Kima, Al Shalal Road",24.054984,32.919847,Assouan
31,seal all accessible openings to illegal cellar apartment. remove all work related debris.,224.7,18.82,33.71,277.23,"Outlets, Wiring, Lights, Circuit breaker panel or fuse box, Switches",EG,Egypt,Aswan,81515,"Luxor, Aswan Western Road",24.037062,32.847196,Assouan
54,"doh abate in the following areas: 1) room #1 apt. entrance from 4th floor public hallway 1. door opening on wall #1 including casing, jambs and",0,0,0,0,,EG,Egypt,Aswan,81531,Aswan Western Agricultural Road,24.668888,32.926026,Assouan
23,(apt. #3l) install (2) window guards complete at kitchen (1) and front bedroom (1). remove all work related debris.,39.64,3.42,15,58.06,"Outlets, Wiring, Lights, Circuit breaker panel or fuse box, Switches, Ceiling fan",EG,Egypt,Naj al Hawsh,81638,"Aswan, Abou Sambal Road",23.673699,32.437647,Assouan
75,at public hallway floor 1.5 and floor 2.5 at staircase installed 2 window guards completely. remove any debris.,64.11,5.37,9.62,79.1,,EG,Egypt,Sahara City,81545,25,24.034742,32.870092,Assouan
50,"apt.12: kit.repair w/guard,install stops, remove all work related debris''.",8.23,0.73,3.29,12.25,,EG,Egypt,Shash Village,81531,"Cairo, Aswan Eastern Desert Road",24.669499,32.94741,Assouan
1,apt # 14e contact # (917) 373 3336 --- bathroom toilet--properly repair the flushing apparatus at water closet & return back to proper wor,8.72,0.77,3.49,12.98,,EG,Egypt,�������,81638,Gammal Abd Al Naser Street,31.310637,30.351131,Assouan
200,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,774.42,68.73,193.61,1036.76,,EG,Egypt,Al Busayli,22748,"Side Cairo, Alexandria Desert Road",30.653639,30.097545,Beheira Governorate
11,at public hall: 1s.t.story-; -re-install (1) windiw guard. install (2) window stop. 2nd story; -re-install (1) window guard. install (2) window st,66.24,5.88,16.56,88.68,"Doors, Windows, Walls , Walls , Gutters, Cabinets, Shelving, Molding or baseboards, Flooring, Tiling, Appliances, Plumbing, Electrical, Lighting, Wall hangings, Furniture",EG,Egypt,Al Nubaria,22773,Gesr Al Bahr Street,31.214571,30.520735,Beheira Governorate
1,apartment #2g: install a complete window guard at livingroom. install a complete window guard at bathroom.,71.96,6.21,15,93.17,,EG,Egypt,Al-Mahmudiya,22718,"Housh Eissa, Al Dalangat Road",30.888831,30.281284,Beheira Governorate
60,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,3196.36,267.7,479.45,3943.51,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Hawsh Isa,22728,Street 2,31.31499,30.294989,Beheira Governorate
10,public area: secure all exposed electrical wires at east and west sides of entrance door frame by installing electrical cover plates.,72.63,6.26,15,93.89,,EG,Egypt,Idku,22748,Al Bahr Street,30.890329,30.655252,Beheira Governorate
18,public hall) remove and dispose of the free standing radiator (steam) at 2nd story public hall.,48.42,4.06,7.26,59.74,,EG,Egypt,Itay el-Barud,22951,Al Sayed Shokr Street,30.889971,30.664948,Beheira Governorate
25,"free standing radiator at 3rd story public hall. at the time of this invitation to bid, it is not anticipated that this work will disturb more than",24.21,2.15,9.68,36.04,"Washer or dryer, Refrigerator, Dishwasher, Oven or stove, Microwave oven",EG,Egypt,Itay el-Barud,22951,Gammal Abd Al Naser Street,30.889968,30.660013,Beheira Governorate
4,public area : at 1st floor public hall : install new air valve for radiator. ''remove all work related debris''.,51.35,4.43,15,70.78,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Itay el-Barud,22951,Al Masraf Al Khairy Street,31.31497,30.370008,Beheira Governorate
30,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,0,0,0,0,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Izbat al Muhit,22748,Madrab Al Arz Street,31.316971,30.379468,Beheira Governorate
33,"at apt #31, window guards. at bathroom: repair (1n0) window guard. at bedroom (e1): repair (1n0) window guard. contact tenant for access. al",3.87,0.34,1.94,6.15,,EG,Egypt,Izbat al Muhit,22748,International Coastal Road,31.311637,30.278086,Beheira Governorate
20,apt 2r) at kitchen install waste line under kitchen sink.,104.59,9.02,15.69,129.3,"Repairs, Installation, Maintenance, Assembly, Painting",EG,Egypt,Izbat Kawm al Kalakh,22748,"Side Cairo, Alexandria Desert Road",30.513375,30.239408,Beheira Governorate
1,apt b4: provide and install 2 window guards,88.61,7.86,35.44,131.91,"Doors, Windows, Walls , Walls , Gutters, Cabinets, Shelving, Molding or baseboards, Flooring, Tiling, Appliances, Wall hangings, Furniture",EG,Egypt,Wadi el Natroun,22856,Saad Zaghloul Street,29.374798,31.198859,Beheira Governorate
5,public area: at 1st floor: secure the 10th loose wooden tread up. ''remove all work related debris''.,98.32,8.23,14.75,121.3,"Drywall, Brick, concrete, or stone, Plaster, Wood",EG,Egypt,Atf Ifwah,62951,"Korimat, Zaafarana Road",29.09986,31.428073,Beni Suef Governorate
51,"abate the nuisance consisting of refrigerator with door intact at public hall 1st story landing, danger of child getting locked inside refrigerator. r",8.23,0.73,4.12,13.08,,EG,Egypt,Beni Suef,11511,Cairo Asyout Desert Road,29.615005,31.410278,Beni Suef Governorate
43,1st story public hallway: - replace the fused elecrrical bulb at centre of 1st story public hallway light fixture by apt#1f. remove all work relat,105.63,9.37,42.25,157.25,,EG,Egypt,Beni Suef,12959,Riyad Street,29.095018,31.100137,Beni Suef Governorate
